Symbol,Start Value,End Value,Total Return %,Sharpe Ratio,Max Drawdown %,Win Rate %,Profit Factor,Avg R/R
ASML,1000,5565.565,456.5564999999999,0.4793662643264054,44.08087692699883,25.0,3.979423962306628,5.571193547229281
LMT,1000,4767.791199999998,376.7791199999998,0.3969111381430906,41.552238021854905,29.78723404255319,2.171264091541724,3.8316425144853956
UNH,1000,4070.015,307.00149999999996,0.5354281250754029,37.10824504836479,20.588235294117645,3.83916359505761,9.213992628138264
PEP,1000,1449.6214000000007,44.962140000000076,0.15924332038368963,26.917904181758313,34.69387755102041,1.582369027594203,2.2944350900115937
PLD,1000,1373.8899999999994,37.38899999999994,0.08256148591807112,40.350270547177715,25.581395348837212,1.2882173829254195,3.327894905890668
VLO,1000,1368.2399999999998,36.82399999999997,0.06421765895989706,46.60677899868814,21.62162162162162,1.3335718750283077,4.834198046977617
DFS,1000,1233.060000000001,23.306000000000115,0.1168944776687768,56.659856030196856,10.9375,0.9003540995590887,3.532158390577963
T,1000,742.2499999999999,-25.775000000000013,-0.314310029292565,45.33251667748983,12.5,0.2111706197398622,1.4781943381790354
XOM,1000,341.0949999999999,-65.8905,-0.4652338846082895,72.48308759757155,17.5,0.33170546173741094,1.3268218469496438
